dataset_type,family,instance,repeat,seed,nodes,edges,parameters,density,avg_degree,max_degree,degeneracy,clustering,algorithm,colors,time_seconds,conflicts,valid
synthetic,erdos_renyi,ER_n120_p0.4_r3,3,1200403,120,2869,n=120;p=0.4,0.40182072829131654,47.81666666666667,61,38,0.40181705127293427,greedy_welsh_powell,18,0.00042276900785509497,0,True
synthetic,erdos_renyi,ER_n120_p0.4_r3,3,1200403,120,2869,n=120;p=0.4,0.40182072829131654,47.81666666666667,61,38,0.40181705127293427,dsatur,17,0.021648005000315607,0,True
synthetic,erdos_renyi,ER_n120_p0.4_r3,3,1200403,120,2869,n=120;p=0.4,0.40182072829131654,47.81666666666667,61,38,0.40181705127293427,tabu_search,17,0.3775845449999906,0,True
synthetic,erdos_renyi,ER_n120_p0.4_r3,3,1200403,120,2869,n=120;p=0.4,0.40182072829131654,47.81666666666667,61,38,0.40181705127293427,structure_aware_hybrid,17,0.37009707500692457,0,True
synthetic,erdos_renyi,ER_n180_p0.05_r0,0,1800050,180,745,n=180;p=0.05,0.046244568590937306,8.277777777777779,17,6,0.048799922844040486,greedy_welsh_powell,6,0.00022005800565239042,0,True
synthetic,erdos_renyi,ER_n180_p0.05_r0,0,1800050,180,745,n=180;p=0.05,0.046244568590937306,8.277777777777779,17,6,0.048799922844040486,dsatur,5,0.015587126006721519,0,True
synthetic,erdos_renyi,ER_n180_p0.05_r0,0,1800050,180,745,n=180;p=0.05,0.046244568590937306,8.277777777777779,17,6,0.048799922844040486,tabu_search,5,0.0775299509987235,0,True
synthetic,erdos_renyi,ER_n180_p0.05_r0,0,1800050,180,745,n=180;p=0.05,0.046244568590937306,8.277777777777779,17,6,0.048799922844040486,structure_aware_hybrid,5,0.015483808005228639,0,True
synthetic,erdos_renyi,ER_n180_p0.05_r1,1,1800051,180,807,n=180;p=0.05,0.050093109869646185,8.966666666666667,16,6,0.04635637510637511,greedy_welsh_powell,6,0.00022561900550499558,0,True
synthetic,erdos_renyi,ER_n180_p0.05_r1,1,1800051,180,807,n=180;p=0.05,0.050093109869646185,8.966666666666667,16,6,0.04635637510637511,dsatur,5,0.016151507996255532,0,True
